Time,PPG,ECG,ABP,RESP
0.0,0.47702834799608995,0.5450097847358122,79.79144706091725,0.8944281524926686
0.008,0.47702834799608995,0.5547945205479452,79.40031251650099,0.8797653958944281
0.016,0.47702834799608995,0.5704500978473581,79.00917797208473,0.8660801564027371
0.024,0.47702834799608995,0.48532289628180036,78.61804342766847,0.852394916911046
0.032,0.47702834799608995,0.4452054794520548,78.42247615546033,0.8387096774193549
0.04,0.47702834799608995,0.38943248532289626,78.03134161104407,0.8250244379276638
0.048,0.47702834799608995,0.34442270058708413,77.83577433883593,0.8123167155425219
0.056,0.47702834799608995,0.3649706457925636,77.44463979441967,0.7976539589442815
0.064,0.47702834799608995,0.3953033268101761,77.05350525000341,0.782991202346041
0.072,0.47702834799608995,0.44031311154598823,76.66237070558715,0.7663734115347018
0.08,0.4760508308895406,0.474559686888454,76.46680343337903,0.750733137829912
0.088,0.4750733137829912,0.49021526418786693,76.07566888896277,0.7370478983382209
0.096,0.4750733137829912,0.5146771037181996,75.6845343445465,0.7223851417399805
0.104,0.47409579667644186,0.5352250489236791,75.48896707233837,0.7086999022482894
0.112,0.47409579667644186,0.5547945205479452,75.09783252792211,0.6959921798631477
0.12,0.47409579667644186,0.5802348336594912,74.90226525571398,0.6813294232649071
0.128,0.47409579667644186,0.5802348336594912,74.51113071129772,0.6666666666666666
0.136,0.47409579667644186,0.5900195694716243,74.31556343908959,0.6510263929618768
0.144,0.47409579667644186,0.5900195694716243,73.92442889467333,0.6344086021505376
0.152,0.47409579667644186,0.5998043052837574,73.7288616224652,0.6197458455522972
0.16,0.47409579667644186,0.5900195694716243,73.53329435025707,0.6041055718475073
0.168,0.47409579667644186,0.5998043052837574,73.1421598058408,0.5894428152492669
0.176,0.4731182795698925,0.5998043052837574,72.75102526142454,0.5747800586510264
0.184,0.4731182795698925,0.6046966731898239,72.35989071700828,0.5610948191593352
0.192,0.4731182795698925,0.6046966731898239,71.96875617259202,0.5483870967741935
0.2,0.47409579667644186,0.6154598825831703,71.57762162817576,0.5366568914956011
0.208,0.4731182795698925,0.6203522504892368,70.99091981155136,0.5239491691104594
0.216,0.4731182795698925,0.6252446183953033,70.5997852671351,0.512218963831867
0.224,0.4731182795698925,0.6252446183953033,70.20865072271884,0.501466275659824
0.232,0.47214076246334313,0.6350293542074364,69.81751617830258,0.4897360703812317
0.24,0.47214076246334313,0.6448140900195695,69.42638163388632,0.4789833822091887
0.248,0.47214076246334313,0.6448140900195695,69.03524708947006,0.46920821114369504
0.256,0.47214076246334313,0.649706457925636,68.6441125450538,0.45943304007820135
0.264,0.4731182795698925,0.6448140900195695,68.44854527284568,0.4496578690127077
0.272,0.4731182795698925,0.649706457925636,68.44854527284568,0.44086021505376344
0.28,0.4731182795698925,0.639921722113503,69.03524708947006,0.43304007820136853
0.288,0.47409579667644186,0.6252446183953033,70.99091981155136,0.42424242424242425
0.296,0.47409579667644186,0.6154598825831703,74.70669798350585,0.41544477028348
0.304,0.47409579667644186,0.5998043052837574,80.96485069416603,0.40762463343108507
0.312,0.47409579667644186,0.5900195694716243,88.20083976586686,0.3998044965786901
0.32,0.4731182795698925,0.5802348336594912,95.04569429315143,0.39100684261974583
0.328,0.4731182795698925,0.5704500978473581,99.73930882614656,0.3831867057673509
0.336,0.4731182795698925,0.5645792563600783,103.2595197258929,0.375366568914956
0.344,0.47409579667644186,0.5596868884540117,106.58416335343112,0.36852394916911047
0.352,0.47409579667644186,0.5596868884540117,110.2999415253856,0.36070381231671556
0.36,0.4731182795698925,0.5547945205479452,113.62458515292381,0.35386119257087
0.368,0.4731182795698925,0.5547945205479452,116.36252696383765,0.34701857282502446
0.376,0.4731182795698925,0.5547945205479452,118.12263241371082,0.34017595307917886
0.384,0.47409579667644186,0.5547945205479452,119.49160331916774,0.3333333333333333
0.392,0.47409579667644186,0.5499021526418787,120.86057422462464,0.32649071358748777
0.4,0.4731182795698925,0.5547945205479452,121.8384105856653,0.31867057673509286
0.408,0.4731182795698925,0.5499021526418787,122.4251124022897,0.3128054740957967
0.416,0.4731182795698925,0.5499021526418787,122.4251124022897,0.30596285434995113
0.424,0.47214076246334313,0.5499021526418787,122.22954513008156,0.2991202346041056
0.432,0.47214076246334313,0.5547945205479452,121.8384105856653,0.2932551319648094
0.44,0.47214076246334313,0.5547945205479452,121.05614149683278,0.28641251221896386
0.448,0.47214076246334313,0.5547945205479452,120.07830513579212,0.2785923753665689
0.456,0.4731182795698925,0.5499021526418787,118.70933423033522,0.270772238514174
0.464,0.4731182795698925,0.5547945205479452,116.94922878046204,0.26392961876832843
0.472,0.4731182795698925,0.5499021526418787,114.99355605838073,0.25513196480938416
